"LocationKey","Lat","Long","crime.weight.theft","crime.weight.vehicle","crime.weight.violent"
426,51.52259123,-0.16874497,87.2788087665832,87.0295293917501,83.6879926502937
427,51.5231021,-0.1730069,88.343472820195,87.1593509252052,83.3221140574855
428,51.52375034,-0.17423239,87.0474053533413,84.8794578615494,82.7293030509776
429,51.52430881,-0.17347523,85.3883982923314,83.6231299975052,80.3144544859404
430,51.52476535,-0.17293787,83.8832022834866,82.389384737056,78.2539778558682
431,51.52084838,-0.16785966,91.5281992264335,91.611334949553,88.9727438452812
432,51.52400893,-0.1690311,83.2458077500663,83.3260727013215,79.3082173313429
433,51.52637656,-0.17196583,78.2501460378411,77.0732711127417,71.3585144660337
434,51.52340945,-0.16669001,85.2427863527203,86.60040766808,84.2658271410607
435,51.52525996,-0.16950903,79.2480007947981,79.8555735002994,74.5708533367876
438,51.52195876,-0.17912046,89.4465877581436,90.4152954956053,88.3616740526119
439,51.52160136,-0.17310338,91.7079832358061,90.7759382645587,87.2618798286631
440,51.52256083,-0.17532516,89.8929233581007,87.3373394043104,86.7932061462774
441,51.52282803,-0.1750599,89.3195697347252,86.7918860886819,85.9326145449548
442,51.52440301,-0.17708916,84.506040517287,83.4717066899062,82.005590142656
443,51.52058127,-0.1736476,93.7928424337152,92.6960903962927,90.0972091761678
444,51.5208397,-0.17440794,93.4619185485279,91.7818575585771,90.2527033286532
445,51.52108301,-0.17738255,92.2813566816269,91.9148745535831,90.8531465030196
446,51.5244997,-0.18189384,80.7035009722627,82.5177296923261,79.1828097548943
447,51.52400023,-0.18293192,81.2436635739363,82.9874531340505,81.8143967520138
448,51.52403275,-0.18182287,82.1897494935376,83.9443449890016,80.6722909762968
450,51.52543379,-0.17985438,79.4314051062967,80.6921686775106,77.6854137942516
451,51.5250059,-0.17978118,80.8413029692036,82.0801467317715,79.181488265545
452,51.52421831,-0.17895216,83.8962557648059,84.5515224233052,82.1682306540285
453,51.52465632,-0.17979276,81.8848018995908,83.1587334691485,80.3187618691455
454,51.52523371,-0.17845476,81.2401523732302,81.3967309982092,79.0899198165376
455,51.52425392,-0.17791984,84.4821629746917,84.2744674660227,82.4012975880039
456,51.5248498,-0.17650827,83.5145238161729,81.7443297651839,80.5101993205273
457,51.52536461,-0.17615169,82.1308636081992,79.8357743889099,78.706066432593
458,51.52668513,-0.17612912,77.8327910331812,75.2819130077807,73.9562828282649
459,51.52829942,-0.17269121,71.7344238956956,69.6383980094298,64.7491596177143
460,51.52908386,-0.17126258,67.5178077916154,66.2253842408059,59.2097536773709
461,51.52687372,-0.17454608,77.5207596293394,74.4642962806346,72.3966433206236
462,51.52740376,-0.17217079,74.7985128689815,73.2561049099159,67.7198609432881
463,51.52718307,-0.17250709,75.8130137077322,74.0886593520642,69.0583921658761
464,51.52782501,-0.17127072,72.4979266988051,71.4785630744083,64.6095969447344
465,51.52806443,-0.17076545,71.0709845904374,70.3439079795083,62.7310027240276
466,51.52856796,-0.17022723,68.4717477603944,68.0003844206082,60.7273550909524
467,51.52299014,-0.18331822,83.6681246715507,85.7190183468844,85.054488571769
469,51.52205624,-0.18365297,85.6455946911638,88.3207116095493,87.7342139443187
470,51.51473826,-0.17580047,99.2417912173929,99.1194171332615,98.9131968832372
471,51.51462484,-0.1755036,99.2436828924125,99.0121707155906,98.8364478070357
472,51.5149251,-0.17481101,99.299128613524,98.5326512767317,98.3176922673862
473,51.51584475,-0.17475112,98.9882050280215,98.060873828637,97.6527619125022
474,51.51568465,-0.17408103,99.0123698189823,98.5005255604751,97.2876744645645
475,51.5155271,-0.1738826,99.0320074935359,98.6942438554918,97.2620142349903
476,51.51626371,-0.17305231,98.401749002593,98.5893015807326,95.8469109919468
477,51.51593112,-0.17315282,98.6143458136343,98.7843949290643,96.2773532144453
478,51.51691478,-0.17260908,97.7622135500851,98.1500586027911,94.6500667495272
479,51.51778063,-0.16994103,95.6844774894062,96.5548351307525,90.9112416902683
480,51.51851895,-0.16863749,95.3988133457213,95.0172144817386,92.0462110501501
481,51.5183759,-0.17028764,94.742611393586,96.0295769886755,89.5607430551806
482,51.51714139,-0.1714469,96.7672300684682,97.8821532156717,92.9186606430741
483,51.51865922,-0.17009537,94.418339464004,95.5380965064728,89.4425716314101
484,51.51825099,-0.17083883,95.1527253092957,96.4542696125512,90.3711777571515
485,51.51769133,-0.17183933,96.6020211689586,97.3752911144971,92.6811677596106
486,51.51900207,-0.17744776,95.6711468078674,95.5607592436978,94.822159984099
487,51.51893422,-0.17495356,96.3546600477684,94.7255459613332,94.1877852144277
488,51.51966525,-0.1733831,95.1639161051771,94.4412494491598,91.5749847793904
489,51.51952832,-0.17725577,94.9913845019994,94.6724578193135,93.936057586459
490,51.51738602,-0.17597169,97.842874340834,97.0749471785854,96.8387440287335
491,51.51744822,-0.17558905,97.8504638414059,96.8331713695191,96.6037822605878
492,51.51789671,-0.1733346,97.2910663027706,96.9607263148257,94.2584107452614
493,51.51805565,-0.17207533,96.4333575891599,96.9670331221079,92.4815269784732
494,51.51704001,-0.17525266,98.2296104016056,97.1348822234912,96.8846765173655
495,51.51644081,-0.17835161,97.9285651614258,98.6341548077457,97.9812488994851
496,51.51640298,-0.17806549,98.0319817829969,98.6088940818309,98.0618069662712
497,51.51730625,-0.18008364,96.8708034325162,97.7682050501739,96.448220899635
498,51.51730625,-0.18008364,96.8708034325162,97.7682050501739,96.448220899635
499,51.51612048,-0.17836205,98.1565790059567,98.8627820342593,98.2695911294287
500,51.5144862,-0.17957757,99.0296383198632,99.5575873359227,99.0620619746382
501,51.51298936,-0.17726042,99.2094066600466,99.7705401936578,99.6351709815973
502,51.51244972,-0.1764811,99.3427073052307,99.4714574101196,99.5597065314323
503,51.51126518,-0.18255617,96.462997857121,98.850101081361,99.5292687987309
504,51.51125981,-0.18206163,96.8646428752206,99.1232762847615,99.3440901327905
505,51.51169016,-0.17932077,98.6586511467406,99.3495100303709,99.3043846648373
506,51.51188104,-0.17813787,99.2157994841665,99.1794012618138,99.4567683342237
507,51.5122493,-0.18225659,97.2517505324879,99.006598037581,99.278462394233
508,51.51325296,-0.18008362,98.9940351496235,99.3470694136828,99.2110107310804
509,51.51378332,-0.17901475,99.2812403796987,99.6659486949982,99.5165957548543
510,51.51259171,-0.17859467,99.0658294769272,99.3791077323966,99.7161601048739
511,51.51233435,-0.17891235,98.9696156652344,99.2744100446428,99.6170621565922
512,51.51135152,-0.18301581,96.7357630628298,98.7997732521953,99.6576497014787
513,51.51491882,-0.18066404,98.4735392531985,99.0012631038458,98.2585874946257
514,51.51491882,-0.18066404,98.4735392531985,99.0012631038458,98.2585874946257
515,51.51491882,-0.18066404,98.4735392531985,99.0012631038458,98.2585874946257
516,51.51705436,-0.18624215,96.3339429582759,97.6460563858693,97.6890365867965
517,51.51727072,-0.18595822,95.9362324218715,97.4429536687579,97.3852687484632
518,51.51797359,-0.18794287,95.3666399649203,95.8968161530439,96.6720928861868
520,51.51535399,-0.18082727,98.1769713989719,98.764080005803,97.8643555666649
522,51.51743479,-0.18762553,96.1315097449043,96.7414305143421,97.3637042153539
523,51.5177773,-0.18906497,95.367885061317,95.3424038441223,96.5733704695257
524,51.51591821,-0.1895013,97.3118785001019,97.5382986477085,98.3595721728043
525,51.51583636,-0.1899578,97.1034915677385,97.8702142804683,98.5977275610724
526,51.51920468,-0.1944088,92.9650198271088,94.0170192400334,94.2658823394885
527,51.51872395,-0.18954321,93.6794848001704,94.1502792734172,95.516413120715
528,51.51788998,-0.19087714,93.979619228205,96.1826658929123,97.0871486514756
529,51.51167063,-0.1831697,96.9030105811414,98.9699166523944,99.6176310668952
530,51.51338123,-0.18330686,96.8610494973071,99.1480616998343,98.8399245991732
531,51.51384005,-0.18186225,97.903818327867,98.5589080485108,98.3023741238842
532,51.51404349,-0.18084632,98.618588496076,99.0299599636989,98.547802526063
533,51.51258232,-0.18347376,97.1775333422692,99.3140889279842,99.277485405886
534,51.51248084,-0.18334676,97.0484769766526,99.2330086321571,99.3325635771894
535,51.512981,-0.18206277,97.6634181876554,98.8870052768802,98.9030763753312
536,51.51237887,-0.1828432,96.7635486737594,98.9364819028671,99.3619113392585
537,51.51105222,-0.18381794,97.606248339556,99.0383031158178,99.638239754022
538,51.51386747,-0.18500328,98.2634015484199,99.6984504258241,98.7947275466197
539,51.51174297,-0.18536218,98.8316209238698,99.7293489757918,99.2196162220776
540,51.51145848,-0.18517555,98.7144367310445,99.6018998015172,99.3163634868163
541,51.51238702,-0.18652701,99.3976576675256,99.7670293436844,99.5051568122583
